Original_Text,Actual,Predicted,Probability_Positive,Confidence,Correct,Actual_Label,Predicted_Label,Error_Category
time warner cable fast download 15 4mbps really slow upload 54kbps live support busted ms sql error '80040e14' very helpful,1,0,0.09159667040040678,0.9084033295995932,False,Positive,Negative,Uncoded
this party is not cool haha sorry dessy,1,0,0.04682891983727731,0.9531710801627227,False,Positive,Negative,Uncoded
exactly and it doesn't have cold winters it's like 45 degrees in january and is 65 70 in july,1,0,0.09339373129120705,0.9066062687087929,False,Positive,Negative,Uncoded
sorry i misspelled it,1,0,0.04061077348597058,0.9593892265140295,False,Positive,Negative,Uncoded
good stuff i have craft hmw,0,1,0.9230761696731298,0.9230761696731298,False,Negative,Positive,Uncoded
gonna catch some zzzz's good night twits tomorrow is a day for enjoying with the person who gave birth to you your mom amp ap studying,0,1,0.9397178266260953,0.9397178266260953,False,Negative,Positive,Uncoded
going to visit alaina because i reeeeeally don't wanna be here anymore plus i'm hungry,1,0,0.05809187848943405,0.9419081215105659,False,Positive,Negative,Uncoded
smh lmfaoo she all over my shoulder but shidd she greedier than me,1,0,0.013596506861255422,0.9864034931387445,False,Positive,Negative,Uncoded
dannnnnnnggggggggg i would've loved it haha,0,1,0.9012658565812492,0.9012658565812492,False,Negative,Positive,Uncoded
thanks denise not looking good though long range forcast rain all week sooo over it you have a good weekend though,1,0,0.0819908640609779,0.9180091359390221,False,Positive,Negative,Uncoded
i want shrimp,1,0,0.060656416757406115,0.9393435832425939,False,Positive,Negative,Uncoded
welcome to twitter you got it yet enjoy your bbq so so jealous,0,1,0.9425273971659978,0.9425273971659978,False,Negative,Positive,Uncoded
u racked em up first i get 0 u get 1 5 lmao,0,1,0.9028148447409048,0.9028148447409048,False,Negative,Positive,Uncoded
i can't beat great tiger,0,1,0.9138603906319508,0.9138603906319508,False,Negative,Positive,Uncoded
u know bird man dodgers suck bt i still love u,1,0,0.08384977754201824,0.9161502224579817,False,Positive,Negative,Uncoded
hmmm its just not the same as 3 shredded wheat tho,1,0,0.07477132218458418,0.9252286778154158,False,Positive,Negative,Uncoded
she's gonna be the death of me but she's sooo soo funny tennessee is rainy again today le sigh,1,0,0.06814866380729886,0.9318513361927011,False,Positive,Negative,Uncoded
good morning what lovely weather for a bank holiday,0,1,0.9122851840923307,0.9122851840923307,False,Negative,Positive,Uncoded
on the train homeeee p s i don't want to go to work,1,0,0.01783111482688115,0.9821688851731188,False,Positive,Negative,Uncoded
yes i know dear hmm maybe u can do activities u love,0,1,0.9108653754542159,0.9108653754542159,False,Negative,Positive,Uncoded
i didn't win but i didn't lose though drinking time,1,0,0.0072033702525632045,0.9927966297474368,False,Positive,Negative,Uncoded
fail,1,0,0.002722605875572439,0.9972773941244275,False,Positive,Negative,Uncoded
hi i was stuck on my laptop working saturday hopefully more time to myself today trying to get over a nasty cold,1,0,0.06959513057895887,0.9304048694210412,False,Positive,Negative,Uncoded
is that worth it haha,0,1,0.9836598871093193,0.9836598871093193,False,Negative,Positive,Uncoded
i wish we could have one beach day here damn uk weather we have to travel so far to get some sun,1,0,0.07734327699767835,0.9226567230023217,False,Positive,Negative,Uncoded
you're the best please gimme a lil hii just one lil hi,0,1,0.9855853739282123,0.9855853739282123,False,Negative,Positive,Uncoded
why so broke teach more tennis,1,0,0.0420132463838812,0.9579867536161188,False,Positive,Negative,Uncoded
not a big fan of kelly clarkson's song haunted as bella's theme song in nm,0,1,0.9184070907478356,0.9184070907478356,False,Negative,Positive,Uncoded
in the grand scheme of things i have been lucky house hasn't been broken into yet car hasn't been stolen,1,0,0.025259258464081048,0.9747407415359189,False,Positive,Negative,Uncoded
so you think you can dance marathon can't wait for the top 20 to be announced working later,0,1,0.9182971536122884,0.9182971536122884,False,Negative,Positive,Uncoded
buaaa im awake snuffles is fucked up my neck hurts,1,0,0.0062584835234474265,0.9937415164765526,False,Positive,Negative,Uncoded
sighs its hot and humid wish i had a pool to jump into and cool off,1,0,0.09614526926901866,0.9038547307309813,False,Positive,Negative,Uncoded
i wish more of my friends were online but they have real lives and don't have to be addicted to the internet,1,0,0.0488354294383376,0.9511645705616624,False,Positive,Negative,Uncoded
stupid host,1,0,0.06398656058468748,0.9360134394153126,False,Positive,Negative,Uncoded
downloading itunes for the 3rd time let's see if it works this time,0,1,0.9456491082828986,0.9456491082828986,False,Negative,Positive,Uncoded
a yeah i felt the same but somehow i did it i'm doing ok so far no pains or aches,1,0,0.06327304235299251,0.9367269576470075,False,Positive,Negative,Uncoded
ahh jeez i miss my friends,1,0,0.0025772192465123916,0.9974227807534876,False,Positive,Negative,Uncoded
smh,1,0,0.009132788461142285,0.9908672115388577,False,Positive,Negative,Uncoded
sid loves michelle you love michelle what about cassie,0,1,0.9198087036127672,0.9198087036127672,False,Negative,Positive,Uncoded
im like really bored staring at my arms the autographs are on my hands are kinda fading away but the arm parts r still der,1,0,0.04208485984671729,0.9579151401532827,False,Positive,Negative,Uncoded
i'm watching the nanny,0,1,0.9298834962984271,0.9298834962984271,False,Negative,Positive,Uncoded
my hair looks all crappy grrr gt lt bad hair day tomorrow fersure ugh well finally going to sleep tweetnight haha,1,0,0.06176024479510478,0.9382397552048952,False,Positive,Negative,Uncoded
i guess eventually i tried to learn french and it didnt work after 1 year i gave up lol,1,0,0.03211176774466011,0.9678882322553399,False,Positive,Negative,Uncoded
good luck for the future though,0,1,0.9264648263981756,0.9264648263981756,False,Negative,Positive,Uncoded
thanks for the followfriday love even if it's a little late for me to post back,0,1,0.9471031933265751,0.9471031933265751,False,Negative,Positive,Uncoded
is dun with revision honestly cant doo noo moree so i am going to watch the hills,1,0,0.09205347525418264,0.9079465247458174,False,Positive,Negative,Uncoded
easter sunday and updating other people's good times europavox amp,0,1,0.9406682553288424,0.9406682553288424,False,Negative,Positive,Uncoded
wow that sucks someone needs a hug,1,0,0.0166780910372543,0.9833219089627457,False,Positive,Negative,Uncoded
okay but do not be sad because today is day of the party,1,0,0.052990704613386966,0.947009295386613,False,Positive,Negative,Uncoded
i can't see your photo either leisha hope you had fun with the cute little farm animals cam x,0,1,0.9325306406884201,0.9325306406884201,False,Negative,Positive,Uncoded
never underestimate the pain of a broken toe it's been a week today and still hurts like hell target should make me feel better,1,0,0.02488296968570406,0.975117030314296,False,Positive,Negative,Uncoded
i want to work at intel,1,0,0.015819261570607302,0.9841807384293927,False,Positive,Negative,Uncoded
saw bolo in tao sop nway let me know when you can chat or if u r using yu,0,1,0.9327086402702026,0.9327086402702026,False,Negative,Positive,Uncoded
stop i'm dribbling i've just had my branflakes and i'm jealous damnit,1,0,0.06167636776272674,0.9383236322372732,False,Positive,Negative,Uncoded
totally hangover sun is shining otaliaholics have a nice day,0,1,0.9485910888258087,0.9485910888258087,False,Negative,Positive,Uncoded
you don't care a bit,0,1,0.920039426556517,0.920039426556517,False,Negative,Positive,Uncoded
energy amp peace amp love and btw i'd like some for me too,0,1,0.9414963318837486,0.9414963318837486,False,Negative,Positive,Uncoded
math exam have me a headache i'm ready for summer and so close,1,0,0.09876141093838145,0.9012385890616186,False,Positive,Negative,Uncoded
ahh drama always seems to follow me top is still lonely tho,1,0,0.052860936694066295,0.9471390633059337,False,Positive,Negative,Uncoded
yeah but if that's the only problem i can find so far meh its still batting way above 500 forddrive,1,0,0.05753992697293647,0.9424600730270636,False,Positive,Negative,Uncoded
i gotta do my homework but i don't wanna haha,1,0,0.029096256380250894,0.9709037436197491,False,Positive,Negative,Uncoded
please play gossip heavy cross immense tune from ash,0,1,0.9367656209364318,0.9367656209364318,False,Negative,Positive,Uncoded
good luck,0,1,0.9760866036518518,0.9760866036518518,False,Negative,Positive,Uncoded
ohhhh that's no good damn those oysters hope you feel better soon,1,0,0.04790333274381607,0.9520966672561839,False,Positive,Negative,Uncoded
back to work tom oh no i hate this time on a sun except this sun as im settlin down to watch the apprentice kate to win,1,0,0.025097262913152528,0.9749027370868475,False,Positive,Negative,Uncoded
sorry just saw you message from yesterday don't feel bad i thought it went really well,1,0,0.08795884967316951,0.9120411503268305,False,Positive,Negative,Uncoded
i am so bored right now and idk what to do,1,0,0.01797586985406662,0.9820241301459334,False,Positive,Negative,Uncoded
yeah no can do on cleats the problem is that i need these now no time to wait for shipping thanks for the help though,1,0,0.04050362874120833,0.9594963712587916,False,Positive,Negative,Uncoded
at work,1,0,0.05012979443807357,0.9498702055619265,False,Positive,Negative,Uncoded
soooo tired gunna head home soon,1,0,0.08234540570146541,0.9176545942985346,False,Positive,Negative,Uncoded
since instead those heffas wanted to give me a baby girl i named her aubria i wanted a boy got damnit,1,0,0.08166711195542606,0.9183328880445739,False,Positive,Negative,Uncoded
cool work is good busy,0,1,0.96204484081933,0.96204484081933,False,Negative,Positive,Uncoded
raining hard here cant go home,1,0,0.01556028530192396,0.984439714698076,False,Positive,Negative,Uncoded
so th country isnt so bad,1,0,0.06090120913284673,0.9390987908671533,False,Positive,Negative,Uncoded
yeah i know but money kinda broke so can't afford it haha,1,0,0.06741390697931268,0.9325860930206873,False,Positive,Negative,Uncoded
kaninang morning,0,1,0.9737525647250769,0.9737525647250769,False,Negative,Positive,Uncoded
no amp amp i'm missing my hat so i look normail,1,0,0.04697327195620031,0.9530267280437997,False,Positive,Negative,Uncoded
at minibar listening to politics maybe some tech starups soon,0,1,0.9436658381953581,0.9436658381953581,False,Negative,Positive,Uncoded
drinking marco negri tonight reminds me of that wonderful dinner at chris mcd's,0,1,0.9156562050758896,0.9156562050758896,False,Negative,Positive,Uncoded
aww well get some rest ok i hope you feel better ok good night and sweet dreams,0,1,0.9485396979701225,0.9485396979701225,False,Negative,Positive,Uncoded
morning why did you mention work booooo theres still half the weekend left lol that said im doing a bit of work now,1,0,0.09469135794880529,0.9053086420511947,False,Positive,Negative,Uncoded
lol like that one cheers 4 dm just seein if it worked battery now flat,0,1,0.9396349367652437,0.9396349367652437,False,Negative,Positive,Uncoded
i feel you on sucky apts but i'm trying to leave home this one month has been enough,1,0,0.05657219815910651,0.9434278018408935,False,Positive,Negative,Uncoded
i love you too,0,1,0.9548570386996079,0.9548570386996079,False,Negative,Positive,Uncoded
i freakin miss you guys i want to go to every concert and i cant fresno luvs you,1,0,0.03735707837006308,0.9626429216299369,False,Positive,Negative,Uncoded
thank you staysay,0,1,0.9990399619866072,0.9990399619866072,False,Negative,Positive,Uncoded
it's shit and rainy and cold sucks hard,1,0,0.010531617144177661,0.9894683828558224,False,Positive,Negative,Uncoded
guess wht i've never done put music on phone i don't even know where 2 start amp guess what else i lost my ipod no lol no,1,0,0.07806404871851859,0.9219359512814814,False,Positive,Negative,Uncoded
i cant waittttttt,1,0,0.0002465605596334992,0.9997534394403665,False,Positive,Negative,Uncoded
just woke up kinda looked like a zombie accidentally left my eye makeup on so i had black smudged around my eyes,1,0,0.08247785526294714,0.9175221447370528,False,Positive,Negative,Uncoded
